Record,Location,X,Y,Longitude,Latitude,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
6380,HIGHWAY 416 btwn HWY416 IC75A RAMP26 & HWY416 IC72 RAMP62,358924.62945,5021560.07776,-75.80948,45.33190,2017,2017-01-10,4:35:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other
6381,HIGHWAY 416 btwn HWY416 IC75A RAMP43 & HWY416 IC72 RAMP34,358760.81561,5021823.05254,-75.81154,45.33428,2017,2017-01-23,2:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6382,HIGHWAY 416 btwn HWY416 IC75A RAMP43 & HWY416 IC72 RAMP34,359163.88216,5020904.40368,-75.80650,45.32598,2017,2017-02-23,12:39:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6383,HIGHWAY 416 btwn HWY416 IC75A RAMP43 & HWY416 IC72 RAMP34,358762.37392,5021828.03042,-75.81152,45.33433,2017,2017-01-03,10:15:00 AM,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6384,HIGHWAY 416 btwn HWY416 IC75A RAMP43 & HWY416 IC72 RAMP34,358812.17331,5021716.99593,-75.81090,45.33332,2017,2017-02-06,7:20:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6385,HIGHWAY 416 btwn HWY416 IC75B RAMP25 & HWY416 IC75A RAMP26,358669.93733,5022140.21756,-75.81267,45.33714,2017,2017-03-24,12:45:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6386,HIGHWAY 416 btwn HWY416 IC75B RAMP25 & HWY416 IC75A RAMP26,358871.77283,5021691.42936,-75.81014,45.33309,2017,2017-03-24,11:55:00 PM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6387,HIGHWAY 416 btwn HWY417 IC131 RAMP53 & HWY416 IC75A RAMP43,358496.31807,5022325.68628,-75.81486,45.33882,2017,2017-12-07,7:00:00 AM,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other
6388,HIGHWAY 416 btwn HWY417 IC131 RAMP53 & HWY416 IC75A RAMP43,358641.78624,5022060.51854,-75.81303,45.33643,2017,2017-07-08,3:30:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6389,HIGHWAY 417 @ HWY 417 CARP IC144R25,347905.53183,5016275.51652,-75.95051,45.28511,2017,2017-01-08,5:00:00 PM,01 - Clear,03 - Loose snow,10 - No control,03 - At intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe
6390,HIGHWAY 417 @ HWY 417 NICHOLAS IC118R57,369062.24581,5030770.91909,-75.67896,45.41392,2017,2017-09-12,4:30:00 PM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
6391,HIGHWAY 417 @ HWY 417 ST.LAURE IC115R26,372508.46719,5031525.77138,-75.63483,45.42039,2017,2017-01-13,8:58:00 AM,01 - Clear,02 - Wet,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
6392,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355768.46811,5021850.93928,-75.84971,45.33476,2017,2017-07-24,1:45:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6393,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355630.27144,5021785.36317,-75.85148,45.33418,2017,2017-11-08,9:27:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
6394,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355073.50457,5021446.29161,-75.85862,45.33116,2017,2017-12-14,5:45:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6395,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355750.28947,5021847.49097,-75.84995,45.33473,2017,2017-07-20,4:40:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6396,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355798.10150,5021876.33933,-75.84933,45.33498,2017,2017-07-24,2:35:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6397,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355525.04296,5021715.83591,-75.85283,45.33356,2017,2017-10-10,7:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
6398,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355627.73510,5021768.32276,-75.85152,45.33402,2017,2017-09-12,7:21:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6399,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355713.37229,5021832.09446,-75.85042,45.33459,2017,2017-12-23,2:10:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6400,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355356.59220,5021616.10943,-75.85499,45.33267,2017,2017-09-05,9:40:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6401,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355744.66596,5021846.50728,-75.85002,45.33472,2017,2017-11-21,5:15:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6402,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355709.02828,5021832.70305,-75.85047,45.33460,2017,2017-11-19,6:10:00 AM,04 - Freezing Rain,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6403,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355694.52051,5021805.92711,-75.85066,45.33436,2017,2017-03-14,4:30:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6404,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355730.32704,5021836.95643,-75.85020,45.33463,2017,2017-06-20,3:30:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6405,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,354957.32097,5021377.98114,-75.86011,45.33056,2017,2017-01-16,11:10:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6406,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355569.15755,5021738.62045,-75.85227,45.33376,2017,2017-04-13,2:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6407,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355784.37742,5021859.12076,-75.84951,45.33483,2017,2017-02-15,8:05:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6408,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355754.06568,5021863.42592,-75.84990,45.33487,2017,2017-03-20,6:40:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6409,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355529.19511,5021707.37309,-75.85278,45.33348,2017,2017-02-13,8:30:00 AM,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6410,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,354940.27176,5021367.61927,-75.86033,45.33047,2017,2017-07-09,12:22:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6411,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51,355679.06164,5021809.73363,-75.85086,45.33439,2017,2017-01-30,4:45:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end
6412,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339417.04423,5019379.12480,-76.05850,45.31351,2017,2017-11-23,6:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6413,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC155 RAMP26,339404.53296,5019376.53097,-76.05866,45.31349,2017,2017-12-20,3:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6414,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375181.57532,5030526.97538,-75.60082,45.41114,2017,2017-07-19,7:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6415,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375264.50771,5030443.25850,-75.59977,45.41038,2017,2017-09-25,4:41:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6416,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375303.40071,5030347.09408,-75.59929,45.40951,2017,2017-01-24,5:00:00 PM,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe
6417,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375365.17856,5030168.92327,-75.59853,45.40790,2017,2017-03-23,11:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6418,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375365.69793,5030168.96190,-75.59852,45.40790,2017,2017-01-24,12:05:00 PM,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6419,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375432.30079,5029935.84288,-75.59770,45.40580,2017,2017-01-18,6:00:00 AM,04 - Freezing Rain,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6420,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375335.72685,5030288.08655,-75.59888,45.40897,2017,2017-03-21,12:23:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
6421,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (1),375334.87792,5030260.94942,-75.59890,45.40873,2017,2017-01-21,11:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
6422,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375246.61096,5030509.48361,-75.59999,45.41098,2017,2017-11-04,7:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6423,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375201.50259,5030564.26305,-75.60056,45.41147,2017,2017-10-30,5:00:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6424,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375305.12974,5030432.50576,-75.59925,45.41028,2017,2017-10-05,7:45:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6425,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375320.77108,5030439.74203,-75.59905,45.41034,2017,2017-06-03,9:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6426,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375304.91360,5030456.78405,-75.59925,45.41050,2017,2017-01-29,12:52:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6427,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375396.59422,5030175.92686,-75.59812,45.40796,2017,2017-03-31,11:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6428,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375323.63803,5030414.49583,-75.59902,45.41011,2017,2017-04-15,10:00:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6429,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375216.58910,5030552.86863,-75.60037,45.41137,2017,2017-02-06,7:45:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6430,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375285.01185,5030475.67210,-75.59951,45.41067,2017,2017-05-01,8:26:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,07 - SMV other
6431,HIGHWAY 417 btwn HIGHWAY 417 & HIGHWAY 417 (2),375397.91323,5030247.74146,-75.59810,45.40861,2017,2017-05-17,4:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6432,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC110 RAMP54,375506.77433,5029786.49612,-75.59677,45.40444,2017,2017-02-01,4:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
6433,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC110 RAMP54,375526.67657,5029753.87278,-75.59652,45.40415,2017,2017-01-09,5:21:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end
6434,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC110 RAMP66,375502.18397,5029873.27416,-75.59682,45.40523,2017,2017-05-15,6:22:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
6435,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC115 RAMP61,372582.42907,5031535.63171,-75.63388,45.42047,2017,2017-04-13,4:37:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6436,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,360041.34573,5023224.80009,-75.79505,45.34679,2017,2017-11-22,5:45:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6437,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359814.64403,5023141.15465,-75.79795,45.34606,2017,2017-10-18,11:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6438,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359976.67180,5023191.61834,-75.79588,45.34650,2017,2017-07-29,10:39:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6439,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,360041.58999,5023224.76994,-75.79505,45.34679,2017,2017-11-09,7:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6440,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359885.33024,5023158.60653,-75.79705,45.34621,2017,2017-09-02,9:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6441,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,360036.27719,5023220.35599,-75.79511,45.34675,2017,2017-10-03,9:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6442,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,360027.98131,5023214.06029,-75.79522,45.34670,2017,2017-03-01,8:30:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
6443,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359892.28229,5023156.07488,-75.79696,45.34619,2017,2017-06-14,9:13:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,03 - Rear end
6444,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359858.04406,5023146.42747,-75.79740,45.34610,2017,2017-04-29,4:52:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6445,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,360011.66462,5023204.69955,-75.79543,45.34662,2017,2017-06-09,5:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6446,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC129 RAMP51,359836.01648,5023142.02081,-75.79768,45.34607,2017,2017-05-21,4:50:00 PM,99 - Other,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6447,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP36,350135.30865,5018160.41393,-75.92192,45.30193,2017,2017-02-18,7:50:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
6448,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP36,350023.10498,5018093.15507,-75.92336,45.30134,2017,2017-07-01,8:00:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6449,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349615.02272,5017801.45828,-75.92859,45.29874,2017,2017-08-18,5:58:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,07 - SMV other
6450,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349662.02146,5017836.02589,-75.92798,45.29905,2017,2017-09-02,12:20:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6451,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349728.54769,5017872.65632,-75.92713,45.29937,2017,2017-07-24,6:52:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6452,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,350323.82833,5018196.39536,-75.91951,45.30225,2017,2017-01-08,6:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,04 - Sideswipe
6453,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349470.24818,5017680.31605,-75.93044,45.29766,2017,2017-06-29,3:32:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
6454,HIGHWAY 417 btwn HIGHWAY 417 & HWY417 IC140 RAMP51,349717.83282,5017871.51095,-75.92727,45.29936,2017,2017-01-03,7:00:00 AM,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other
6455,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381539.28586,5025627.26586,-75.52037,45.36639,2017,2017-12-01,5:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6456,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384987.56691,5024979.67155,-75.47646,45.36017,2017,2017-12-03,7:55:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end
6457,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384981.15038,5024992.64034,-75.47654,45.36029,2017,2017-11-27,7:25:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6458,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381523.24414,5025631.00286,-75.52057,45.36642,2017,2017-08-06,12:05:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6459,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381437.27352,5025641.34896,-75.52167,45.36653,2017,2017-09-13,3:14:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other
6460,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381552.37826,5025629.19151,-75.52020,45.36640,2017,2017-08-27,8:15:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6461,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,386908.25830,5023956.45647,-75.45212,45.35075,2017,2017-12-20,7:58:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6462,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,383493.77807,5025382.79406,-75.49546,45.36397,2017,2017-12-07,7:10:00 AM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,03 - Rear end
6463,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385025.15985,5024965.58938,-75.47598,45.36004,2017,2017-09-28,7:28:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6464,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,383565.03767,5025342.73762,-75.49456,45.36360,2017,2017-10-02,7:30:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
6465,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381585.78172,5025632.93062,-75.51977,45.36643,2017,2017-01-14,5:56:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6466,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,382931.98442,5025455.13027,-75.50262,45.36468,2017,2017-01-14,5:55:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6467,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384585.57817,5025219.59164,-75.48155,45.36238,2017,2017-04-10,9:20:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
6468,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381556.02256,5025626.49661,-75.52015,45.36638,2017,2017-01-28,4:58:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6469,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,384581.00879,5025210.03650,-75.48161,45.36229,2017,2017-10-29,5:30:00 AM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6470,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385007.45960,5024986.86547,-75.47621,45.36024,2017,2017-01-31,8:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
6471,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,383299.12374,5025403.61941,-75.49794,45.36418,2017,2017-03-15,8:00:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
6472,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,385154.97623,5024871.99409,-75.47434,45.35919,2017,2017-03-31,7:30:00 PM,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
6473,HIGHWAY 417 btwn HWY 417 ANDERSON IC104R61 & HWY 417 BOUNDARY IC96R16,381541.20175,5025618.27376,-75.52035,45.36631,2017,2017-02-06,12:10:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
